1176.22,1176.32,1166.56,1160.95,1155.67,1179.2,1172.35,1168.42,1154.29,1160.03,1255.31
1176.32,1166.56,1160.95,1155.67,1179.2,1172.35,1168.42,1154.29,1160.03,1142.41,1237.9
1166.56,1160.95,1155.67,1179.2,1172.35,1168.42,1154.29,1160.03,1142.41,1113.13,1239.46
1160.95,1155.67,1179.2,1172.35,1168.42,1154.29,1160.03,1142.41,1113.13,1115.63,1223.94
1155.67,1179.2,1172.35,1168.42,1154.29,1160.03,1142.41,1113.13,1115.63,1115.64,1240.81
1179.2,1172.35,1168.42,1154.29,1160.03,1142.41,1113.13,1115.63,1115.64,1229.5,1247.55
1172.35,1168.42,1154.29,1160.03,1142.41,1113.13,1115.63,1115.64,1229.5,1271.68,1251.83
1168.42,1154.29,1160.03,1142.41,1113.13,1115.63,1115.64,1229.5,1271.68,1291.96,1218.67
1154.29,1160.03,1142.41,1113.13,1115.63,1115.64,1229.5,1271.68,1291.96,1241.11,1191.43
1160.03,1142.41,1113.13,1115.63,1115.64,1229.5,1271.68,1291.96,1241.11,1211.44,1167.44
1142.41,1113.13,1115.63,1115.64,1229.5,1271.68,1291.96,1241.11,1211.44,1255.31,1169.51
1113.13,1115.63,1115.64,1229.5,1271.68,1291.96,1241.11,1211.44,1255.31,1237.9,1153.67
1115.63,1115.64,1229.5,1271.68,1291.96,1241.11,1211.44,1255.31,1237.9,1239.46,1160.5
1115.64,1229.5,1271.68,1291.96,1241.11,1211.44,1255.31,1237.9,1239.46,1223.94,1166.01
1229.5,1271.68,1291.96,1241.11,1211.44,1255.31,1237.9,1239.46,1223.94,1240.81,1210.27
1271.68,1291.96,1241.11,1211.44,1255.31,1237.9,1239.46,1223.94,1240.81,1247.55,1209.98
1291.96,1241.11,1211.44,1255.31,1237.9,1239.46,1223.94,1240.81,1247.55,1251.83,1207.95
1241.11,1211.44,1255.31,1237.9,1239.46,1223.94,1240.81,1247.55,1251.83,1218.67,1230.46
1211.44,1255.31,1237.9,1239.46,1223.94,1240.81,1247.55,1251.83,1218.67,1191.43,1240.91
