14112.2,13668.3,13770.1,13844.7,13937.5,13869.5,13555.7,13274.5,13513.8,13399.8
13668.3,13770.1,13844.7,13937.5,13869.5,13555.7,13274.5,13513.8,13399.8,13488.9
13770.1,13844.7,13937.5,13869.5,13555.7,13274.5,13513.8,13399.8,13488.9,13770.6
13844.7,13937.5,13869.5,13555.7,13274.5,13513.8,13399.8,13488.9,13770.6,13625
13937.5,13869.5,13555.7,13274.5,13513.8,13399.8,13488.9,13770.6,13625,13946.5
13869.5,13555.7,13274.5,13513.8,13399.8,13488.9,13770.6,13625,13946.5,13605.4
13555.7,13274.5,13513.8,13399.8,13488.9,13770.6,13625,13946.5,13605.4,13363.6
13274.5,13513.8,13399.8,13488.9,13770.6,13625,13946.5,13605.4,13363.6,13611.7
13513.8,13399.8,13488.9,13770.6,13625,13946.5,13605.4,13363.6,13611.7,13890
13399.8,13488.9,13770.6,13625,13946.5,13605.4,13363.6,13611.7,13890,13810.9
13488.9,13770.6,13625,13946.5,13605.4,13363.6,13611.7,13890,13810.9,14051.8
13770.6,13625,13946.5,13605.4,13363.6,13611.7,13890,13810.9,14051.8,13980
13625,13946.5,13605.4,13363.6,13611.7,13890,13810.9,14051.8,13980,14015.6
13946.5,13605.4,13363.6,13611.7,13890,13810.9,14051.8,13980,14015.6,15089.1
13605.4,13363.6,13611.7,13890,13810.9,14051.8,13980,14015.6,15089.1,14981.7
13363.6,13611.7,13890,13810.9,14051.8,13980,14015.6,15089.1,14981.7,14978.2
13611.7,13890,13810.9,14051.8,13980,14015.6,15089.1,14981.7,14978.2,15103.6
13890,13810.9,14051.8,13980,14015.6,15089.1,14981.7,14978.2,15103.6,15158
13810.9,14051.8,13980,14015.6,15089.1,14981.7,14978.2,15103.6,15158,15284.4
14051.8,13980,14015.6,15089.1,14981.7,14978.2,15103.6,15158,15284.4,15506.8
13980,14015.6,15089.1,14981.7,14978.2,15103.6,15158,15284.4,15506.8,15109.6
14015.6,15089.1,14981.7,14978.2,15103.6,15158,15284.4,15506.8,15109.6,15049.3
15089.1,14981.7,14978.2,15103.6,15158,15284.4,15506.8,15109.6,15049.3,15128.9
14981.7,14978.2,15103.6,15158,15284.4,15506.8,15109.6,15049.3,15128.9,15322.1
14978.2,15103.6,15158,15284.4,15506.8,15109.6,15049.3,15128.9,15322.1,15175.1
15103.6,15158,15284.4,15506.8,15109.6,15049.3,15128.9,15322.1,15175.1,15006.1
15158,15284.4,15506.8,15109.6,15049.3,15128.9,15322.1,15175.1,15006.1,15175.6
15284.4,15506.8,15109.6,15049.3,15128.9,15322.1,15175.1,15006.1,15175.6,15270.7
15506.8,15109.6,15049.3,15128.9,15322.1,15175.1,15006.1,15175.6,15270.7,15499.8
15109.6,15049.3,15128.9,15322.1,15175.1,15006.1,15175.6,15270.7,15499.8,15279.4
15049.3,15128.9,15322.1,15175.1,15006.1,15175.6,15270.7,15499.8,15279.4,15131.6
15128.9,15322.1,15175.1,15006.1,15175.6,15270.7,15499.8,15279.4,15131.6,14981.2
15322.1,15175.1,15006.1,15175.6,15270.7,15499.8,15279.4,15131.6,14981.2,14885.3
15175.1,15006.1,15175.6,15270.7,15499.8,15279.4,15131.6,14981.2,14885.3,14975.3
15006.1,15175.6,15270.7,15499.8,15279.4,15131.6,14981.2,14885.3,14975.3,14756.4
15175.6,15270.7,15499.8,15279.4,15131.6,14981.2,14885.3,14975.3,14756.4,15035.8
15270.7,15499.8,15279.4,15131.6,14981.2,14885.3,14975.3,14756.4,15035.8,15125.8
15499.8,15279.4,15131.6,14981.2,14885.3,14975.3,14756.4,15035.8,15125.8,15496.9
15279.4,15131.6,14981.2,14885.3,14975.3,14756.4,15035.8,15125.8,15496.9,15275.7
15131.6,14981.2,14885.3,14975.3,14756.4,15035.8,15125.8,15496.9,15275.7,15477.2
14981.2,14885.3,14975.3,14756.4,15035.8,15125.8,15496.9,15275.7,15477.2,15285
14885.3,14975.3,14756.4,15035.8,15125.8,15496.9,15275.7,15477.2,15285,15529.5
14975.3,14756.4,15035.8,15125.8,15496.9,15275.7,15477.2,15285,15529.5,15362.5
14756.4,15035.8,15125.8,15496.9,15275.7,15477.2,15285,15529.5,15362.5,15444.9
15035.8,15125.8,15496.9,15275.7,15477.2,15285,15529.5,15362.5,15444.9,16140.4
15125.8,15496.9,15275.7,15477.2,15285,15529.5,15362.5,15444.9,16140.4,16442.5
15496.9,15275.7,15477.2,15285,15529.5,15362.5,15444.9,16140.4,16442.5,16555.5
15275.7,15477.2,15285,15529.5,15362.5,15444.9,16140.4,16442.5,16555.5,16439.2
15477.2,15285,15529.5,15362.5,15444.9,16140.4,16442.5,16555.5,16439.2,16874.2
15285,15529.5,15362.5,15444.9,16140.4,16442.5,16555.5,16439.2,16874.2,16916
15529.5,15362.5,15444.9,16140.4,16442.5,16555.5,16439.2,16874.2,16916,17133.2
15362.5,15444.9,16140.4,16442.5,16555.5,16439.2,16874.2,16916,17133.2,17462.1
15444.9,16140.4,16442.5,16555.5,16439.2,16874.2,16916,17133.2,17462.1,17578.4
16140.4,16442.5,16555.5,16439.2,16874.2,16916,17133.2,17462.1,17578.4,16947.6
16442.5,16555.5,16439.2,16874.2,16916,17133.2,17462.1,17578.4,16947.6,17208.1
16555.5,16439.2,16874.2,16916,17133.2,17462.1,17578.4,16947.6,17208.1,17037.1
16439.2,16874.2,16916,17133.2,17462.1,17578.4,16947.6,17208.1,17037.1,16890.8
16874.2,16916,17133.2,17462.1,17578.4,16947.6,17208.1,17037.1,16890.8,17039.2
16916,17133.2,17462.1,17578.4,16947.6,17208.1,17037.1,16890.8,17039.2,16794.5
17133.2,17462.1,17578.4,16947.6,17208.1,17037.1,16890.8,17039.2,16794.5,16905.2
17462.1,17578.4,16947.6,17208.1,17037.1,16890.8,17039.2,16794.5,16905.2,17221.1
17578.4,16947.6,17208.1,17037.1,16890.8,17039.2,16794.5,16905.2,17221.1,17296.2
16947.6,17208.1,17037.1,16890.8,17039.2,16794.5,16905.2,17221.1,17296.2,17362
17208.1,17037.1,16890.8,17039.2,16794.5,16905.2,17221.1,17296.2,17362,17527.3
17037.1,16890.8,17039.2,16794.5,16905.2,17221.1,17296.2,17362,17527.3,17313.6
16890.8,17039.2,16794.5,16905.2,17221.1,17296.2,17362,17527.3,17313.6,17254.8
17039.2,16794.5,16905.2,17221.1,17296.2,17362,17527.3,17313.6,17254.8,17032.3
16794.5,16905.2,17221.1,17296.2,17362,17527.3,17313.6,17254.8,17032.3,17082.1
16905.2,17221.1,17296.2,17362,17527.3,17313.6,17254.8,17032.3,17082.1,16912.5
17221.1,17296.2,17362,17527.3,17313.6,17254.8,17032.3,17082.1,16912.5,17055
17296.2,17362,17527.3,17313.6,17254.8,17032.3,17082.1,16912.5,17055,16695.6
17362,17527.3,17313.6,17254.8,17032.3,17082.1,16912.5,17055,16695.6,16735.3
17527.3,17313.6,17254.8,17032.3,17082.1,16912.5,17055,16695.6,16735.3,16106.5
17313.6,17254.8,17032.3,17082.1,16912.5,17055,16695.6,16735.3,16106.5,16331
17254.8,17032.3,17082.1,16912.5,17055,16695.6,16735.3,16106.5,16331,16386.2
17032.3,17082.1,16912.5,17055,16695.6,16735.3,16106.5,16331,16386.2,16476.2
17082.1,16912.5,17055,16695.6,16735.3,16106.5,16331,16386.2,16476.2,16191.7
16912.5,17055,16695.6,16735.3,16106.5,16331,16386.2,16476.2,16191.7,15933.9
17055,16695.6,16735.3,16106.5,16331,16386.2,16476.2,16191.7,15933.9,16062.8
16695.6,16735.3,16106.5,16331,16386.2,16476.2,16191.7,15933.9,16062.8,16140.6
16735.3,16106.5,16331,16386.2,16476.2,16191.7,15933.9,16062.8,16140.6,15593
16106.5,16331,16386.2,16476.2,16191.7,15933.9,16062.8,16140.6,15593,15608.2
16331,16386.2,16476.2,16191.7,15933.9,16062.8,16140.6,15593,15608.2,15137.2
16386.2,16476.2,16191.7,15933.9,16062.8,16140.6,15593,15608.2,15137.2,14703
16476.2,16191.7,15933.9,16062.8,16140.6,15593,15608.2,15137.2,14703,14949.8
16191.7,15933.9,16062.8,16140.6,15593,15608.2,15137.2,14703,14949.8,15280.7
15933.9,16062.8,16140.6,15593,15608.2,15137.2,14703,14949.8,15280.7,15129.3
16062.8,16140.6,15593,15608.2,15137.2,14703,14949.8,15280.7,15129.3,15123.7
16140.6,15593,15608.2,15137.2,14703,14949.8,15280.7,15129.3,15123.7,15410.9
15593,15608.2,15137.2,14703,14949.8,15280.7,15129.3,15123.7,15410.9,15398.6
15608.2,15137.2,14703,14949.8,15280.7,15129.3,15123.7,15410.9,15398.6,15132.8
15137.2,14703,14949.8,15280.7,15129.3,15123.7,15410.9,15398.6,15132.8,15332.2
14703,14949.8,15280.7,15129.3,15123.7,15410.9,15398.6,15132.8,15332.2,15135.6
14949.8,15280.7,15129.3,15123.7,15410.9,15398.6,15132.8,15332.2,15135.6,14978.6
15280.7,15129.3,15123.7,15410.9,15398.6,15132.8,15332.2,15135.6,14978.6,14451.6
15129.3,15123.7,15410.9,15398.6,15132.8,15332.2,15135.6,14978.6,14451.6,14814
15123.7,15410.9,15398.6,15132.8,15332.2,15135.6,14978.6,14451.6,14814,15109
15410.9,15398.6,15132.8,15332.2,15135.6,14978.6,14451.6,14814,15109,14936.5
15398.6,15132.8,15332.2,15135.6,14978.6,14451.6,14814,15109,14936.5,14733.6
15132.8,15332.2,15135.6,14978.6,14451.6,14814,15109,14936.5,14733.6,14588.5
15332.2,15135.6,14978.6,14451.6,14814,15109,14936.5,14733.6,14588.5,14362
15135.6,14978.6,14451.6,14814,15109,14936.5,14733.6,14588.5,14362,14346.6
14978.6,14451.6,14814,15109,14936.5,14733.6,14588.5,14362,14346.6,14377.4
14451.6,14814,15109,14936.5,14733.6,14588.5,14362,14346.6,14377.4,14344.7
14814,15109,14936.5,14733.6,14588.5,14362,14346.6,14377.4,14344.7,14012.8
15109,14936.5,14733.6,14588.5,14362,14346.6,14377.4,14344.7,14012.8,14244.8
14936.5,14733.6,14588.5,14362,14346.6,14377.4,14344.7,14012.8,14244.8,14094.3
14733.6,14588.5,14362,14346.6,14377.4,14344.7,14012.8,14244.8,14094.3,14606.4
14588.5,14362,14346.6,14377.4,14344.7,14012.8,14244.8,14094.3,14606.4,14729.1
14362,14346.6,14377.4,14344.7,14012.8,14244.8,14094.3,14606.4,14729.1,14551.7
14346.6,14377.4,14344.7,14012.8,14244.8,14094.3,14606.4,14729.1,14551.7,14696.3
14377.4,14344.7,14012.8,14244.8,14094.3,14606.4,14729.1,14551.7,14696.3,14968.2
14344.7,14012.8,14244.8,14094.3,14606.4,14729.1,14551.7,14696.3,14968.2,14660.9
14012.8,14244.8,14094.3,14606.4,14729.1,14551.7,14696.3,14968.2,14660.9,13452.3
14244.8,14094.3,14606.4,14729.1,14551.7,14696.3,14968.2,14660.9,13452.3,13324.8
14094.3,14606.4,14729.1,14551.7,14696.3,14968.2,14660.9,13452.3,13324.8,13738.2
14606.4,14729.1,14551.7,14696.3,14968.2,14660.9,13452.3,13324.8,13738.2,13727.9
14729.1,14551.7,14696.3,14968.2,14660.9,13452.3,13324.8,13738.2,13727.9,13630.9
14551.7,14696.3,14968.2,14660.9,13452.3,13324.8,13738.2,13727.9,13630.9,13888.2
14696.3,14968.2,14660.9,13452.3,13324.8,13738.2,13727.9,13630.9,13888.2,14091.7
14968.2,14660.9,13452.3,13324.8,13738.2,13727.9,13630.9,13888.2,14091.7,13859.9
14660.9,13452.3,13324.8,13738.2,13727.9,13630.9,13888.2,14091.7,13859.9,13544
13452.3,13324.8,13738.2,13727.9,13630.9,13888.2,14091.7,13859.9,13544,13630.2
13324.8,13738.2,13727.9,13630.9,13888.2,14091.7,13859.9,13544,13630.2,13453.9
13738.2,13727.9,13630.9,13888.2,14091.7,13859.9,13544,13630.2,13453.9,13555.4
13727.9,13630.9,13888.2,14091.7,13859.9,13544,13630.2,13453.9,13555.4,13816.6
13630.9,13888.2,14091.7,13859.9,13544,13630.2,13453.9,13555.4,13816.6,13806.3
13888.2,14091.7,13859.9,13544,13630.2,13453.9,13555.4,13816.6,13806.3,13817.8
14091.7,13859.9,13544,13630.2,13453.9,13555.4,13816.6,13806.3,13817.8,13723.4
13859.9,13544,13630.2,13453.9,13555.4,13816.6,13806.3,13817.8,13723.4,14118.9
13544,13630.2,13453.9,13555.4,13816.6,13806.3,13817.8,13723.4,14118.9,14020
13630.2,13453.9,13555.4,13816.6,13806.3,13817.8,13723.4,14118.9,14020,13808.3
13453.9,13555.4,13816.6,13806.3,13817.8,13723.4,14118.9,14020,13808.3,13787.3
13555.4,13816.6,13806.3,13817.8,13723.4,14118.9,14020,13808.3,13787.3,13937.5
13816.6,13806.3,13817.8,13723.4,14118.9,14020,13808.3,13787.3,13937.5,13902.7
13806.3,13817.8,13723.4,14118.9,14020,13808.3,13787.3,13937.5,13902.7,13952.4
13817.8,13723.4,14118.9,14020,13808.3,13787.3,13937.5,13902.7,13952.4,14306.8
13723.4,14118.9,14020,13808.3,13787.3,13937.5,13902.7,13952.4,14306.8,14248.3
14118.9,14020,13808.3,13787.3,13937.5,13902.7,13952.4,14306.8,14248.3,14324.9
14020,13808.3,13787.3,13937.5,13902.7,13952.4,14306.8,14248.3,14324.9,14493
13808.3,13787.3,13937.5,13902.7,13952.4,14306.8,14248.3,14324.9,14493,14337.7
13787.3,13937.5,13902.7,13952.4,14306.8,14248.3,14324.9,14493,14337.7,14358.9
13937.5,13902.7,13952.4,14306.8,14248.3,14324.9,14493,14337.7,14358.9,14613.7
13902.7,13952.4,14306.8,14248.3,14324.9,14493,14337.7,14358.9,14613.7,14413
13952.4,14306.8,14248.3,14324.9,14493,14337.7,14358.9,14613.7,14413,14428.1
14306.8,14248.3,14324.9,14493,14337.7,14358.9,14613.7,14413,14428.1,14306.7
14248.3,14324.9,14493,14337.7,14358.9,14613.7,14413,14428.1,14306.7,14351.4
14324.9,14493,14337.7,14358.9,14613.7,14413,14428.1,14306.7,14351.4,14370.8
14493,14337.7,14358.9,14613.7,14413,14428.1,14306.7,14351.4,14370.8,14476
14337.7,14358.9,14613.7,14413,14428.1,14306.7,14351.4,14370.8,14476,14403.7
14358.9,14613.7,14413,14428.1,14306.7,14351.4,14370.8,14476,14403.7,13986.2
14613.7,14413,14428.1,14306.7,14351.4,14370.8,14476,14403.7,13986.2,13953.5
14413,14428.1,14306.7,14351.4,14370.8,14476,14403.7,13986.2,13953.5,13739.2
14428.1,14306.7,14351.4,14370.8,14476,14403.7,13986.2,13953.5,13739.2,13698.4
14306.7,14351.4,14370.8,14476,14403.7,13986.2,13953.5,13739.2,13698.4,13743.4
14351.4,14370.8,14476,14403.7,13986.2,13953.5,13739.2,13698.4,13743.4,13363.1
14370.8,14476,14403.7,13986.2,13953.5,13739.2,13698.4,13743.4,13363.1,13669.2
14476,14403.7,13986.2,13953.5,13739.2,13698.4,13743.4,13363.1,13669.2,13526
14403.7,13986.2,13953.5,13739.2,13698.4,13743.4,13363.1,13669.2,13526,13581.4
13986.2,13953.5,13739.2,13698.4,13743.4,13363.1,13669.2,13526,13581.4,13767.3
13953.5,13739.2,13698.4,13743.4,13363.1,13669.2,13526,13581.4,13767.3,13878.3
13739.2,13698.4,13743.4,13363.1,13669.2,13526,13581.4,13767.3,13878.3,13730.7
13698.4,13743.4,13363.1,13669.2,13526,13581.4,13767.3,13878.3,13730.7,13776.2
13743.4,13363.1,13669.2,13526,13581.4,13767.3,13878.3,13730.7,13776.2,13834.5
13363.1,13669.2,13526,13581.4,13767.3,13878.3,13730.7,13776.2,13834.5,13847
13669.2,13526,13581.4,13767.3,13878.3,13730.7,13776.2,13834.5,13847,13928.8
13526,13581.4,13767.3,13878.3,13730.7,13776.2,13834.5,13847,13928.8,14326.5
13581.4,13767.3,13878.3,13730.7,13776.2,13834.5,13847,13928.8,14326.5,14256.6
13767.3,13878.3,13730.7,13776.2,13834.5,13847,13928.8,14326.5,14256.6,14184.5
13878.3,13730.7,13776.2,13834.5,13847,13928.8,14326.5,14256.6,14184.5,14176.4
13730.7,13776.2,13834.5,13847,13928.8,14326.5,14256.6,14184.5,14176.4,14130
13776.2,13834.5,13847,13928.8,14326.5,14256.6,14184.5,14176.4,14130,13810.1
13834.5,13847,13928.8,14326.5,14256.6,14184.5,14176.4,14130,13810.1,13274.8
13847,13928.8,14326.5,14256.6,14184.5,14176.4,14130,13810.1,13274.8,13177.8
13928.8,14326.5,14256.6,14184.5,14176.4,14130,13810.1,13274.8,13177.8,13296.6
14326.5,14256.6,14184.5,14176.4,14130,13810.1,13274.8,13177.8,13296.6,12533.9
14256.6,14184.5,14176.4,14130,13810.1,13274.8,13177.8,13296.6,12533.9,11816.7
14184.5,14176.4,14130,13810.1,13274.8,13177.8,13296.6,12533.9,11816.7,12365.9
14176.4,14130,13810.1,13274.8,13177.8,13296.6,12533.9,11816.7,12365.9,11796.9
14130,13810.1,13274.8,13177.8,13296.6,12533.9,11816.7,12365.9,11796.9,12176.3
13810.1,13274.8,13177.8,13296.6,12533.9,11816.7,12365.9,11796.9,12176.3,11262.2
13274.8,13177.8,13296.6,12533.9,11816.7,12365.9,11796.9,12176.3,11262.2,11586.7
13177.8,13296.6,12533.9,11816.7,12365.9,11796.9,12176.3,11262.2,11586.7,10540.7
13296.6,12533.9,11816.7,12365.9,11796.9,12176.3,11262.2,11586.7,10540.7,11609.5
12533.9,11816.7,12365.9,11796.9,12176.3,11262.2,11586.7,10540.7,11609.5,11265.5
11816.7,12365.9,11796.9,12176.3,11262.2,11586.7,10540.7,11609.5,11265.5,10729.8
12365.9,11796.9,12176.3,11262.2,11586.7,10540.7,11609.5,11265.5,10729.8,11149.5
11796.9,12176.3,11262.2,11586.7,10540.7,11609.5,11265.5,10729.8,11149.5,10998.8
12176.3,11262.2,11586.7,10540.7,11609.5,11265.5,10729.8,11149.5,10998.8,10393.1
11262.2,11586.7,10540.7,11609.5,11265.5,10729.8,11149.5,10998.8,10393.1,10167.9
11586.7,10540.7,11609.5,11265.5,10729.8,11149.5,10998.8,10393.1,10167.9,10025.5
10540.7,11609.5,11265.5,10729.8,11149.5,10998.8,10393.1,10167.9,10025.5,9824.71
11609.5,11265.5,10729.8,11149.5,10998.8,10393.1,10167.9,10025.5,9824.71,10088.5
11265.5,10729.8,11149.5,10998.8,10393.1,10167.9,10025.5,9824.71,10088.5,10657.1
10729.8,11149.5,10998.8,10393.1,10167.9,10025.5,9824.71,10088.5,10657.1,11617.3
11149.5,10998.8,10393.1,10167.9,10025.5,9824.71,10088.5,10657.1,11617.3,11214.1
10998.8,10393.1,10167.9,10025.5,9824.71,10088.5,10657.1,11617.3,11214.1,11685.9
10393.1,10167.9,10025.5,9824.71,10088.5,10657.1,11617.3,11214.1,11685.9,11667.4
10167.9,10025.5,9824.71,10088.5,10657.1,11617.3,11214.1,11685.9,11667.4,11386.3
10025.5,9824.71,10088.5,10657.1,11617.3,11214.1,11685.9,11667.4,11386.3,11052.5
9824.71,10088.5,10657.1,11617.3,11214.1,11685.9,11667.4,11386.3,11052.5,11358.7
10088.5,10657.1,11617.3,11214.1,11685.9,11667.4,11386.3,11052.5,11358.7,11823.1
10657.1,11617.3,11214.1,11685.9,11667.4,11386.3,11052.5,11358.7,11823.1,11763.1
11617.3,11214.1,11685.9,11667.4,11386.3,11052.5,11358.7,11823.1,11763.1,11935.8
11214.1,11685.9,11667.4,11386.3,11052.5,11358.7,11823.1,11763.1,11935.8,11567
11685.9,11667.4,11386.3,11052.5,11358.7,11823.1,11763.1,11935.8,11567,11834.8
11667.4,11386.3,11052.5,11358.7,11823.1,11763.1,11935.8,11567,11834.8,11621.2
11386.3,11052.5,11358.7,11823.1,11763.1,11935.8,11567,11834.8,11621.2,11432.3
11052.5,11358.7,11823.1,11763.1,11935.8,11567,11834.8,11621.2,11432.3,11627.5
11358.7,11823.1,11763.1,11935.8,11567,11834.8,11621.2,11432.3,11627.5,11309.5
11823.1,11763.1,11935.8,11567,11834.8,11621.2,11432.3,11627.5,11309.5,11540.6
11763.1,11935.8,11567,11834.8,11621.2,11432.3,11627.5,11309.5,11540.6,11696.5
11935.8,11567,11834.8,11621.2,11432.3,11627.5,11309.5,11540.6,11696.5,11709
11567,11834.8,11621.2,11432.3,11627.5,11309.5,11540.6,11696.5,11709,11919.5
11834.8,11621.2,11432.3,11627.5,11309.5,11540.6,11696.5,11709,11919.5,11880.3
11621.2,11432.3,11627.5,11309.5,11540.6,11696.5,11709,11919.5,11880.3,11758.6
11432.3,11627.5,11309.5,11540.6,11696.5,11709,11919.5,11880.3,11758.6,11439
11627.5,11309.5,11540.6,11696.5,11709,11919.5,11880.3,11758.6,11439,11427.4
11309.5,11540.6,11696.5,11709,11919.5,11880.3,11758.6,11439,11427.4,11498.6
11540.6,11696.5,11709,11919.5,11880.3,11758.6,11439,11427.4,11498.6,11737.9
11696.5,11709,11919.5,11880.3,11758.6,11439,11427.4,11498.6,11737.9,11860.4
11709,11919.5,11880.3,11758.6,11439,11427.4,11498.6,11737.9,11860.4,11913.7
11919.5,11880.3,11758.6,11439,11427.4,11498.6,11737.9,11860.4,11913.7,12771
11880.3,11758.6,11439,11427.4,11498.6,11737.9,11860.4,11913.7,12771,12697.8
11758.6,11439,11427.4,11498.6,11737.9,11860.4,11913.7,12771,12697.8,12699
11439,11427.4,11498.6,11737.9,11860.4,11913.7,12771,12697.8,12699,12528.3
11427.4,11498.6,11737.9,11860.4,11913.7,12771,12697.8,12699,12528.3,12709
11498.6,11737.9,11860.4,11913.7,12771,12697.8,12699,12528.3,12709,12754.4
11737.9,11860.4,11913.7,12771,12697.8,12699,12528.3,12709,12754.4,12968.3
11860.4,11913.7,12771,12697.8,12699,12528.3,12709,12754.4,12968.3,12872.6
11913.7,12771,12697.8,12699,12528.3,12709,12754.4,12968.3,12872.6,13052.7
12771,12697.8,12699,12528.3,12709,12754.4,12968.3,12872.6,13052.7,12890.5
12697.8,12699,12528.3,12709,12754.4,12968.3,12872.6,13052.7,12890.5,12724.7
12699,12528.3,12709,12754.4,12968.3,12872.6,13052.7,12890.5,12724.7,12589.5
12528.3,12709,12754.4,12968.3,12872.6,13052.7,12890.5,12724.7,12589.5,12278.2
12709,12754.4,12968.3,12872.6,13052.7,12890.5,12724.7,12589.5,12278.2,11978.9
12754.4,12968.3,12872.6,13052.7,12890.5,12724.7,12589.5,12278.2,11978.9,11897.4
12968.3,12872.6,13052.7,12890.5,12724.7,12589.5,12278.2,11978.9,11897.4,12303.3
12872.6,13052.7,12890.5,12724.7,12589.5,12278.2,11978.9,11897.4,12303.3,12172.4
13052.7,12890.5,12724.7,12589.5,12278.2,11978.9,11897.4,12303.3,12172.4,11524.4
12890.5,12724.7,12589.5,12278.2,11978.9,11897.4,12303.3,12172.4,11524.4,11522.9
12724.7,12589.5,12278.2,11978.9,11897.4,12303.3,12172.4,11524.4,11522.9,11518.3
12589.5,12278.2,11978.9,11897.4,12303.3,12172.4,11524.4,11522.9,11518.3,11457.3
12278.2,11978.9,11897.4,12303.3,12172.4,11524.4,11522.9,11518.3,11457.3,11755.2
11978.9,11897.4,12303.3,12172.4,11524.4,11522.9,11518.3,11457.3,11755.2,11492.7
11897.4,12303.3,12172.4,11524.4,11522.9,11518.3,11457.3,11755.2,11492.7,11725.9
12303.3,12172.4,11524.4,11522.9,11518.3,11457.3,11755.2,11492.7,11725.9,11611.5
12172.4,11524.4,11522.9,11518.3,11457.3,11755.2,11492.7,11725.9,11611.5,11948.7
11524.4,11522.9,11518.3,11457.3,11755.2,11492.7,11725.9,11611.5,11948.7,11843
11522.9,11518.3,11457.3,11755.2,11492.7,11725.9,11611.5,11948.7,11843,11498.2
11518.3,11457.3,11755.2,11492.7,11725.9,11611.5,11948.7,11843,11498.2,10830.8
11457.3,11755.2,11492.7,11725.9,11611.5,11948.7,11843,11498.2,10830.8,10525.6
11755.2,11492.7,11725.9,11611.5,11948.7,11843,11498.2,10830.8,10525.6,10639.6
11492.7,11725.9,11611.5,11948.7,11843,11498.2,10830.8,10525.6,10639.6,10688.4
11725.9,11611.5,11948.7,11843,11498.2,10830.8,10525.6,10639.6,10688.4,10526.8
11611.5,11948.7,11843,11498.2,10830.8,10525.6,10639.6,10688.4,10526.8,10944.3
11948.7,11843,11498.2,10830.8,10525.6,10639.6,10688.4,10526.8,10944.3,10791.3
11843,11498.2,10830.8,10525.6,10639.6,10688.4,10526.8,10944.3,10791.3,10991.9
11498.2,10830.8,10525.6,10639.6,10688.4,10526.8,10944.3,10791.3,10991.9,10542.9
