249.098,251.573,252.589,251.932,245.753,245.447,245.199,245.013,239.172,238.351,238.374
251.573,252.589,251.932,245.753,245.447,245.199,245.013,239.172,238.351,236.845,242.39
252.589,251.932,245.753,245.447,245.199,245.013,239.172,238.351,236.845,233.095,245.588
251.932,245.753,245.447,245.199,245.013,239.172,238.351,236.845,233.095,234.36,247.002
245.753,245.447,245.199,245.013,239.172,238.351,236.845,233.095,234.36,233.605,244.549
245.447,245.199,245.013,239.172,238.351,236.845,233.095,234.36,233.605,229.568,248.715
245.199,245.013,239.172,238.351,236.845,233.095,234.36,233.605,229.568,231.168,252.321
245.013,239.172,238.351,236.845,233.095,234.36,233.605,229.568,231.168,239.563,253.234
239.172,238.351,236.845,233.095,234.36,233.605,229.568,231.168,239.563,237.7,252.394
238.351,236.845,233.095,234.36,233.605,229.568,231.168,239.563,237.7,234.439,246.034
236.845,233.095,234.36,233.605,229.568,231.168,239.563,237.7,234.439,238.374,251.207
233.095,234.36,233.605,229.568,231.168,239.563,237.7,234.439,238.374,242.39,251.74
234.36,233.605,229.568,231.168,239.563,237.7,234.439,238.374,242.39,245.588,249.415
233.605,229.568,231.168,239.563,237.7,234.439,238.374,242.39,245.588,247.002,267.126
229.568,231.168,239.563,237.7,234.439,238.374,242.39,245.588,247.002,244.549,297.664
231.168,239.563,237.7,234.439,238.374,242.39,245.588,247.002,244.549,248.715,289.245
239.563,237.7,234.439,238.374,242.39,245.588,247.002,244.549,248.715,252.321,297.258
237.7,234.439,238.374,242.39,245.588,247.002,244.549,248.715,252.321,253.234,298.959
234.439,238.374,242.39,245.588,247.002,244.549,248.715,252.321,253.234,252.394,322.939
238.374,242.39,245.588,247.002,244.549,248.715,252.321,253.234,252.394,246.034,305.265
242.39,245.588,247.002,244.549,248.715,252.321,253.234,252.394,246.034,251.207,302.16
245.588,247.002,244.549,248.715,252.321,253.234,252.394,246.034,251.207,251.74,302.328
247.002,244.549,248.715,252.321,253.234,252.394,246.034,251.207,251.74,249.415,296.8
244.549,248.715,252.321,253.234,252.394,246.034,251.207,251.74,249.415,267.126,297.781
248.715,252.321,253.234,252.394,246.034,251.207,251.74,249.415,267.126,297.664,296.341
252.321,253.234,252.394,246.034,251.207,251.74,249.415,267.126,297.664,289.245,297.566
253.234,252.394,246.034,251.207,251.74,249.415,267.126,297.664,289.245,297.258,297.397
252.394,246.034,251.207,251.74,249.415,267.126,297.664,289.245,297.258,298.959,305.468
246.034,251.207,251.74,249.415,267.126,297.664,289.245,297.258,298.959,322.939,300.022
251.207,251.74,249.415,267.126,297.664,289.245,297.258,298.959,322.939,305.265,302.27
251.74,249.415,267.126,297.664,289.245,297.258,298.959,322.939,305.265,302.16,300.163
249.415,267.126,297.664,289.245,297.258,298.959,322.939,305.265,302.16,302.328,293.976
267.126,297.664,289.245,297.258,298.959,322.939,305.265,302.16,302.328,296.8,295.504
297.664,289.245,297.258,298.959,322.939,305.265,302.16,302.328,296.8,297.781,283.833
289.245,297.258,298.959,322.939,305.265,302.16,302.328,296.8,297.781,296.341,284.976
297.258,298.959,322.939,305.265,302.16,302.328,296.8,297.781,296.341,297.566,288.722
298.959,322.939,305.265,302.16,302.328,296.8,297.781,296.341,297.566,297.397,286.672
322.939,305.265,302.16,302.328,296.8,297.781,296.341,297.566,297.397,305.468,285.917
305.265,302.16,302.328,296.8,297.781,296.341,297.566,297.397,305.468,300.022,281.105
302.16,302.328,296.8,297.781,296.341,297.566,297.397,305.468,300.022,302.27,266.861
302.328,296.8,297.781,296.341,297.566,297.397,305.468,300.022,302.27,300.163,266.617
296.8,297.781,296.341,297.566,297.397,305.468,300.022,302.27,300.163,293.976,257.216
297.781,296.341,297.566,297.397,305.468,300.022,302.27,300.163,293.976,295.504,261.73
296.341,297.566,297.397,305.468,300.022,302.27,300.163,293.976,295.504,283.833,249.064
297.566,297.397,305.468,300.022,302.27,300.163,293.976,295.504,283.833,284.976,250.25
297.397,305.468,300.022,302.27,300.163,293.976,295.504,283.833,284.976,288.722,253.95
305.468,300.022,302.27,300.163,293.976,295.504,283.833,284.976,288.722,286.672,257.147
300.022,302.27,300.163,293.976,295.504,283.833,284.976,288.722,286.672,285.917,254.806
302.27,300.163,293.976,295.504,283.833,284.976,288.722,286.672,285.917,281.105,253.421
300.163,293.976,295.504,283.833,284.976,288.722,286.672,285.917,281.105,266.861,256.775
293.976,295.504,283.833,284.976,288.722,286.672,285.917,281.105,266.861,266.617,256.341
295.504,283.833,284.976,288.722,286.672,285.917,281.105,266.861,266.617,257.216,251.976
283.833,284.976,288.722,286.672,285.917,281.105,266.861,266.617,257.216,261.73,253.884
284.976,288.722,286.672,285.917,281.105,266.861,266.617,257.216,261.73,249.064,250.521
288.722,286.672,285.917,281.105,266.861,266.617,257.216,261.73,249.064,250.25,250.712
286.672,285.917,281.105,266.861,266.617,257.216,261.73,249.064,250.25,253.95,242.59
285.917,281.105,266.861,266.617,257.216,261.73,249.064,250.25,253.95,257.147,254.053
281.105,266.861,266.617,257.216,261.73,249.064,250.25,253.95,257.147,254.806,256.247
266.861,266.617,257.216,261.73,249.064,250.25,253.95,257.147,254.806,253.421,252.4
266.617,257.216,261.73,249.064,250.25,253.95,257.147,254.806,253.421,256.775,248.913
