1513749554000,794.142
1513756766000,793.753
1513763954000,812.871
1513771157000,828.033
1513778357000,818.021
1513785556000,817.429
1513792755000,823.766
1513799966000,826.813
1513807158000,812.206
1513814353000,819.086
1513821566000,823.288
1513828754000,831.245
1513835956000,872.071
1513843157000,868.759
1513850357000,869.733
1513857555000,862.742
1513864758000,850.015
1513871963000,795.324
1513879156000,805.255
1513886354000,806.972
1513893555000,815.002
1513900753000,821.063
1513907953000,767.544
1513915153000,696.246
1513922352000,717.567
1513929557000,642.559
1513936756000,694.82
1513943954000,681.931
1513951157000,614.925
1513958359000,655.902
1513965555000,645.315
1513972758000,654.403
1513979954000,694.882
1513987154000,674.86
1513994351000,701.733
1514001552000,732.056
1514008752000,695.574
1514015956000,715.377
1514023157000,723.7
1514030359000,745.755
1514037559000,741.367
1514044768000,736.558
1514051988000,740.957
1514059171000,745.478
1514066358000,755.913
1514073557000,719.387
1514080765000,696.615
1514087953000,695.317
1514095153000,693.821
1514102356000,692.651
1514109559000,676.462
1514116759000,638.445
1514123958000,656.264
1514131162000,653.698
1514138355000,658.748
1514145558000,645.468
1514152765000,661.648
1514159949000,694.148
1514167149000,709.951
1514174349000,738.318
1514181548000,748.748
1514188748000,751.525
1514195949000,755.492
1514203148000,770.834
1514210348000,759.989
1514217549000,757.781
1514224748000,759.007
1514231949000,769.21
1514239149000,765.996
1514246349000,765.834
1514253550000,763.566
1514260750000,783.885
1514267949000,772.844
1514275148000,776.072
1514282350000,781.525
1514289549000,768.593
1514296750000,765.768
1514303949000,773.185
1514311150000,767.252
1514318349000,770.01
1514325549000,770.408
1514332749000,773.836
1514339949000,781.916
1514347149000,781.167
1514354348000,784.314
1514361547000,788.15
1514368749000,773.604
1514375949000,773.508
1514383149000,778.211
1514390349000,763.647
1514397549000,749.908
1514404749000,749.892
1514411948000,753.938
1514419149000,762.842
1514426349000,759.638
1514433549000,732.305
1514440748000,714.078
1514447948000,724.206
1514455148000,725.4
1514462349000,709.8
1514469549000,728.172
1514476750000,739.445
1514483948000,728.513
1514491149000,718.82
1514498349000,725.109
1514505548000,737.023
1514512749000,734.723
1514519949000,754.774
1514527149000,757.822
1514534348000,750.575
1514541549000,738.47
1514548749000,741.053
1514555949000,748.926
1514563149000,762.417
1514570349000,758.621
1514577550000,761.827
1514584749000,746.675
1514591949000,753.592
1514599149000,729.86
1514606348000,709.144
1514613549000,710.982
1514620747000,725.828
1514627948000,725.216
1514635149000,727.614
1514642349000,702.907
1514649549000,702.128
1514656750000,709.835
1514663950000,717.889
1514671148000,725.076
1514678349000,717.257
1514685549000,724.104
1514692749000,723.214
1514699949000,721.614
1514707150000,722.449
1514714348000,715.883
1514721549000,730.17
1514728749000,732.969
1514735950000,741.491
1514743149000,753.434
1514750348000,753.28
1514757548000,755.271
1514764748000,756.733
1514771949000,742.004
1514779149000,752.316
1514786349000,765.781
1514793549000,773.246
1514800749000,768.429
1514807948000,761.339
1514815149000,761.481
1514822350000,769.962
1514829549000,764.612
1514836749000,766.608
1514843949000,778.869
1514851149000,772.641
1514858349000,870.335
1514865549000,866.599
1514872749000,867.751
1514879950000,883.947
1514887149000,872.033
1514894349000,882.092
1514901555000,887.813
1514908749000,886.344
1514915948000,891.414
1514923149000,875.288
1514930350000,888.599
1514937550000,884.444
1514944748000,891.241
1514951948000,882.256
1514959150000,896.574
1514966349000,900.319
1514973548000,879.748
1514980748000,888.915
1514987948000,887.438
1514995148000,893.521
1515002349000,896.263
1515009549000,942.246
1515016750000,939.135
1515023949000,962.72
1515031148000,949.983
1515038350000,954.213
1515045549000,953.245
1515052749000,963.725
1515059949000,961.038
1515067150000,984.035
1515074349000,1004.26
1515081549000,1036.89
1515088750000,1028.27
1515095950000,1000.8
1515103149000,995.801
1515110349000,980.922
1515117550000,1006.9
1515124748000,1045.29
1515131949000,1044.37
1515139149000,1059.31
1515146349000,1024.84
1515153550000,1029.26
1515160748000,1025.86
1515167949000,1011.89
1515175148000,956.325
1515182349000,996.666
1515189549000,986.4
1515196750000,997.72
1515203949000,1000.41
1515211149000,1002.58
1515218349000,1018.41
1515225549000,1026.16
1515232748000,1034.52
1515239949000,1037.71
1515247149000,1029.9
1515254350000,1033.89
1515261549000,1033.7
1515268749000,1056.68
1515275949000,1051.25
1515283149000,1041.68
1515290349000,1051.86
1515297549000,1090.84
1515304749000,1134.13
1515311949000,1119.83
1515319149000,1119.65
1515326349000,1128.59
1515333549000,1103.45
1515340749000,1127.28
1515347948000,1129.35
1515355149000,1130.41
1515362349000,1123.97
1515369548000,1153.17
1515376750000,1210.88
1515383949000,1247.82
1515391149000,1207.99
1515398349000,1218.71
1515405549000,1155.2
1515412750000,1149.08
1515419949000,1101.93
1515427150000,1088.61
1515434350000,1102.69
1515441549000,1156.55
1515448750000,1170.02
1515455949000,1148.53
1515463149000,1177.38
1515470349000,1210.23
1515477549000,1192.75
1515484749000,1225.49
1515491950000,1249.1
1515499149000,1231.88
1515506350000,1160.04
1515513550000,1209.15
1515520749000,1218.76
1515527949000,1224.72
1515535150000,1264.09
1515542349000,1299.74
1515549550000,1285.17
1515556749000,1379.78
1515563950000,1365.8
1515571148000,1353.53
1515578349000,1280.5
1515585550000,1359.87
1515592749000,1352.16
1515599949000,1364.85
1515607150000,1342.21
1515614349000,1312.17
1515621549000,1287.32
1515628749000,1255.82
1515635948000,1312.53
1515643149000,1200.54
1515650350000,1181.27
1515657549000,1242.73
1515664749000,1235.81
1515671949000,1204.42
1515679150000,1205.14
1515686350000,1228.6
1515693549000,1232.73
1515700750000,1185.85
1515707950000,1183.27
1515715151000,1154.93
1515722350000,1181.84
1515729549000,1217.5
1515736750000,1224.39
1515743950000,1227.84
1515751150000,1206.38
1515758348000,1240.88
1515765549000,1275.61
1515772749000,1247.55
1515779949000,1253.79
1515787148000,1266.6
1515794349000,1263.2
1515801550000,1273.2
1515808749000,1292.68
1515815950000,1295.72
1515823150000,1319.56
1515830350000,1347.19
1515837548000,1333.59
1515844750000,1348
1515851949000,1371.02
1515859149000,1362.97
1515866349000,1401.72
1515873549000,1401.13
1515880749000,1417.12
1515887950000,1396.42
1515895149000,1400.56
1515902350000,1392.18
1515909549000,1349.42
1515916750000,1362.86
1515923950000,1347.63
1515931149000,1339.42
1515938350000,1340.43
1515945550000,1293.02
1515952749000,1326.9
1515959949000,1328.37
1515967150000,1330.05
1515974351000,1366.77
1515981549000,1364.03
1515988749000,1346.05
1515995950000,1349.43
1516003149000,1339.81
1516010349000,1329.42
1516017549000,1309.19
1516024749000,1319.18
1516031950000,1333.99
1516039150000,1324.95
1516046350000,1325.82
1516053550000,1327.62
1516060749000,1291.92
1516067950000,1235.98
1516075149000,1242.75
1516082350000,1241.17
1516089551000,1190.45
1516096750000,1030.12
1516103950000,1138.16
1516111151000,1066.88
1516118350000,1144.21
1516125552000,1052.18
1516132751000,1077.96
1516139952000,957.736
1516147151000,1053.69
1516154351000,1040.02
1516161551000,954.397
1516168751000,975.687
1516175951000,998.599
1516183151000,926.086
1516190352000,879.719
1516197551000,865.818
1516204752000,804.384
1516211952000,889.687
1516219152000,930.855
1516226351000,1034.23
1516233551000,1014.25
1516240751000,1049.07
1516247952000,1025.27
1516255150000,991.56
1516262351000,969.192
1516269551000,1013.67
1516276751000,1037.52
1516283952000,1062.59
1516291151000,1094.68
1516298351000,1050.08
1516305552000,1075.66
1516312751000,1061.22
1516319951000,1036.28
1516327151000,1049.96
1516334351000,1023.85
1516341552000,1035.88
1516348751000,1040.74
1516355951000,1057.05
1516363152000,1075.75
1516370351000,1079.78
1516377552000,1061.93
1516384751000,1037
1516391951000,1031.57
1516399150000,1040.2
1516406351000,1039.1
1516413552000,1066.42
1516420751000,1075.57
1516427953000,1122.77
1516435151000,1127.04
1516442350000,1124.69
1516449551000,1116.23
1516456752000,1134.28
1516463953000,1137.09
1516471152000,1153.03
1516478351000,1152.43
1516485551000,1161.98
1516492751000,1155.15
1516499952000,1131.37
1516507152000,1134.67
1516514352000,1098.62
1516521551000,1077.64
1516528751000,1066.79
1516535951000,1109.13
1516543153000,1118.78
1516550352000,1066.35
1516557553000,1045.87
1516564752000,1054.38
1516571952000,1028.7
1516579152000,1049.58
1516586352000,1052.81
1516593552000,1056.47
1516600752000,1053.26
1516607951000,1077.15
1516615153000,1086.94
1516622351000,1059.89
1516629551000,982.399
1516636751000,960.674
1516643952000,987.109
1516651153000,981.159
1516658351000,942.058
1516665553000,1003.26
1516672752000,998.414
1516679952000,1013.98
1516687152000,959.816
1516694353000,957.188
1516701553000,964.15
1516708752000,923.733
1516715952000,950.037
1516723152000,986.133
1516730352000,1009.54
1516737552000,991.888
1516744752000,999.054
1516751952000,986.229
1516759151000,969.253
1516766352000,986.616
1516773552000,979.422
1516780751000,1001.19
1516787953000,1000.96
1516795152000,1008.92
1516802350000,1032.08
1516809551000,1031.86
1516816752000,1026.93
1516823952000,1036.59
1516831154000,1043.69
1516838354000,1058.78
1516845552000,1070.92
1516852753000,1104.66
